,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,3.2,1.7,1.5,,,GRC,Greece,Prevalence of severe food insecurity in the population (%),,3.2,2.3,1.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,8.3,6.6,,,GRD,Grenada,Prevalence of severe food insecurity in the population (%),,,8.3,7.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRL,Greenland,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,17.1,19.2,21.1,,,GTM,Guatemala,Prevalence of severe food insecurity in the population (%),,17,18.1,20.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUM,Guam,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUY,Guyana,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.7,1.6,,,,HIC,High income,Prevalence of severe food insecurity in the population (%),,1.7,1.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HKG,"Hong Kong SAR, China",Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,14.1,14.6,23.5,,,HND,Honduras,Prevalence of severe food insecurity in the population (%),,14.1,14,17.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HPC,Heavily indebted poor countries (HIPC),Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.8,1.3,1.9,,,HRV,Croatia,Prevalence of severe food insecurity in the population (%),,0.6,0.9,1.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8,42.9,,,HTI,Haiti,Prevalence of severe food insecurity in the population (%),,,,45.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.9,1.4,3,,,HUN,Hungary,Prevalence of severe food insecurity in the population (%),,1.1,0.8,2.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IBD,IBRD only,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IBT,IDA & IBRD total,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDA,IDA total,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDB,IDA blend,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.9,0,0,,,IDN,Indonesia,Prevalence of severe food insecurity in the population (%),,0.9,0.8,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDX,IDA only,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMN,Isle of Man,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND,India,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INX,Not classified,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,2.9,4.3,2.4,,,IRL,Ireland,Prevalence of severe food insecurity in the population (%),,2.8,3.5,3.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,8.7,8.7,7.4,,,IRN,"Iran, Islamic Rep.",Prevalence of severe food insecurity in the population (%),,9.3,8.4,7.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRQ,Iraq,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.5,1.5,1.6,,,ISL,Iceland,Prevalence of severe food insecurity in the population (%),,1.7,1.5,1.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.6,1.9,3.1,,,ISR,Israel,Prevalence of severe food insecurity in the population (%),,1.4,1.7,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.1,1.2,1.8,,,ITA,Italy,Prevalence of severe food insecurity in the population (%),,1.1,1.1,1.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,24.5,23.3,25.6,,,JAM,Jamaica,Prevalence of severe food insecurity in the population (%),,24.8,23,23.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOR,Jordan,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5,0.7,0.9,,,JPN,Japan,Prevalence of severe food insecurity in the population (%),,0,0.7,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.5,,,KAZ,Kazakhstan,Prevalence of severe food insecurity in the population (%),,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,21.6,24.9,28,,,KEN,Kenya,Prevalence of severe food insecurity in the population (%),,17.8,23.4,26.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.9,1.1,,,KGZ,Kyrgyz Republic,Prevalence of severe food insecurity in the population (%),,,0.8,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,14,14,14.8,,,KHM,Cambodia,Prevalence of severe food insecurity in the population (%),,14.3,13.6,15.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,KIR,Kiribati,Prevalence of severe food insecurity in the population (%),,,8,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,8.1,7.2,5.6,,,KNA,St. Kitts and Nevis,Prevalence of severe food insecurity in the population (%),,8.1,8.1,6.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.6,0.8,,,KOR,"Korea, Rep.",Prevalence of severe food insecurity in the population (%),,0,0,0.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,4.9,4.9,4.5,,,KWT,Kuwait,Prevalence of severe food insecurity in the population (%),,4.9,4.9,4.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,9.9,10.1,,,,LAC,Latin America & Caribbean (excluding high income),Prevalence of severe food insecurity in the population (%),7.6,8.9,9.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,7.2,,,LAO,Lao PDR,Prevalence of severe food insecurity in the population (%),,,,8.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,12.6,,,LBN,Lebanon,Prevalence of severe food insecurity in the population (%),,,4.2,10.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6,38.3,37.3,37.5,,,LBR,Liberia,Prevalence of severe food insecurity in the population (%),,38.4,,37.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,14.3,18.6,21.2,,,LBY,Libya,Prevalence of severe food insecurity in the population (%),,12.4,16.7,20.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,,4.5,,,LCA,St. Lucia,Prevalence of severe food insecurity in the population (%),,4.5,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,10,10.1,,,,LCN,Latin America & Caribbean,Prevalence of severe food insecurity in the population (%),7.7,9,9.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LDC,Least developed countries: UN classification,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,24.7,26.2,,,,LIC,Low income,Prevalence of severe food insecurity in the population (%),,24.1,25.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIE,Liechtenstein,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.6,0.9,1.2,,,LKA,Sri Lanka,Prevalence of severe food insecurity in the population (%),,0.6,0.7,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,13.1,16.5,,,,LMC,Lower middle income,Prevalence of severe food insecurity in the population (%),,12.4,14.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.198047913,9.90341039,,,,,LMY,Low & middle income,Prevalence of severe food insecurity in the population (%),,9.389220989,10.93291254,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,32.8,,,LSO,Lesotho,Prevalence of severe food insecurity in the population (%),,,27,30.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,Late-demographic dividend,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1.6,1.7,2.1,,,LTU,Lithuania,Prevalence of severe food insecurity in the population (%),,2,1.1,1.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.9,0.8,0.6,,,LUX,Luxembourg,Prevalence of severe food insecurity in the population (%),,1.4,0.9,0.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,0.7,1,,,LVA,Latvia,Prevalence of severe food insecurity in the population (%),,0.6,0.6,0.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAC,"Macao SAR, China",Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAF,St. Martin (French part),Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAR,Morocco,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCO,Monaco,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,2.9,4.5,4.8,,,MDA,Moldova,Prevalence of severe food insecurity in the population (%),,2.2,4,4.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,12.2,,,MDG,Madagascar,Prevalence of severe food insecurity in the population (%),,,9.5,10.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,MDV,Maldives,Prevalence of severe food insecurity in the population (%),,,,2.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,10.1,8.9,,,,MEA,Middle East & North Africa,Prevalence of severe food insecurity in the population (%),9.7,10.1,9.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.3,3.9,3.6,,,MEX,Mexico,Prevalence of severe food insecurity in the population (%),,3.3,3.7,3.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MHL,Marshall Islands,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.132502956,8.666207891,,,,,MIC,Middle income,Prevalence of severe food insecurity in the population (%),,8.142638619,9.780445466,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.1,5,6.9,,,MKD,North Macedonia,Prevalence of severe food insecurity in the population (%),,3.1,3.2,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLI,Mali,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1,0.9,1.9,,,MLT,Malta,Prevalence of severe food insecurity in the population (%),,1.4,0.8,1.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,5,,,MMR,Myanmar,Prevalence of severe food insecurity in the population (%),,,,3.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,10.6,9.2,,,,MNA,Middle East & North Africa (excluding high income),Prevalence of severe food insecurity in the population (%),10.1,10.7,9.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.3,2.8,3.3,,,MNE,Montenegro,Prevalence of severe food insecurity in the population (%),,2.2,2.2,3.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,MNG,Mongolia,Prevalence of severe food insecurity in the population (%),,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNP,Northern Mariana Islands,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,40.5,39.6,,,MOZ,Mozambique,Prevalence of severe food insecurity in the population (%),,,40.7,40.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,5.5,6.6,9.5,,,MRT,Mauritania,Prevalence of severe food insecurity in the population (%),,5,5.9,7.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,6.2,8.3,10.5,,,MUS,Mauritius,Prevalence of severe food insecurity in the population (%),,5.9,6.8,9.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7,49.7,49.5,52.2,,,MWI,Malawi,Prevalence of severe food insecurity in the population (%),,48.5,48.3,51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,6.7,6.6,6,,,MYS,Malaysia,Prevalence of severe food insecurity in the population (%),,6.7,6.7,6.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.8,0.8,,,,NAC,North America,Prevalence of severe food insecurity in the population (%),1,1,0.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,30.5,32.1,33,,,NAM,Namibia,Prevalence of severe food insecurity in the population (%),,29.6,31.3,32.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCL,New Caledonia,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16.6,30.5,,,NER,Niger,Prevalence of severe food insecurity in the population (%),,,11.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13.6,17.3,21.3,,,NGA,Nigeria,Prevalence of severe food insecurity in the population (%),,12.3,15.1,19.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIC,Nicaragua,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,1.4,1.4,,,NLD,Netherlands,Prevalence of severe food insecurity in the population (%),,1.7,1.7,1.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.1,1,1.2,,,NOR,Norway,Prevalence of severe food insecurity in the population (%),,1.2,1.1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,9.6,12,13.2,,,NPL,Nepal,Prevalence of severe food insecurity in the population (%),,9.6,10.3,13.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRU,Nauru,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,4.2,3.9,3.3,,,NZL,New Zealand,Prevalence of severe food insecurity in the population (%),,3.3,4.4,3.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OED,OECD members,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OMN,Oman,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OSS,Other small states,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.3,4.8,12.9,,,PAK,Pakistan,Prevalence of severe food insecurity in the population (%),,0.8,1.6,8.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAN,Panama,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PER,Peru,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.7,,,PHL,Philippines,Prevalence of severe food insecurity in the population (%),,,3.2,4.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLW,Palau,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNG,Papua New Guinea,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.7,0,1,,,POL,Poland,Prevalence of severe food insecurity in the population (%),,1.2,0,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRE,Pre-demographic dividend,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,Puerto Rico,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRK,"Korea, Dem. People's Rep.",Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,3.2,3.2,3.9,,,PRT,Portugal,Prevalence of severe food insecurity in the population (%),,3.5,2.9,3.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.6,5.2,6.1,,,PRY,Paraguay,Prevalence of severe food insecurity in the population (%),,1.5,4.1,5.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,3.8,4,,,PSE,West Bank and Gaza,Prevalence of severe food insecurity in the population (%),,,4.2,3.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSS,Pacific island small states,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PST,Post-demographic dividend,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PYF,French Polynesia,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QAT,Qatar,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,4,3.4,5.7,,,ROU,Romania,Prevalence of severe food insecurity in the population (%),,4.8,3.4,3.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.6,0,0,,,RUS,Russian Federation,Prevalence of severe food insecurity in the population (%),,0.7,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RWA,Rwanda,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13.5,18.7,,,,SAS,South Asia,Prevalence of severe food insecurity in the population (%),16.2,13.3,17.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAU,Saudi Arabia,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,15.4,16.8,18.1,,,SDN,Sudan,Prevalence of severe food insecurity in the population (%),,14.4,16.4,17.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,7,10,11.1,,,SEN,Senegal,Prevalence of severe food insecurity in the population (%),,7.2,8.7,11.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.4,0.9,1.7,,,SGP,Singapore,Prevalence of severe food insecurity in the population (%),,1.2,1.4,0.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLB,Solomon Islands,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,32.6,32.2,31.9,,,SLE,Sierra Leone,Prevalence of severe food insecurity in the population (%),,32,32.4,31.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,14,15.1,16.2,,,SLV,El Salvador,Prevalence of severe food insecurity in the population (%),,13.7,14.6,14.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMR,San Marino,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4,,,SOM,Somalia,Prevalence of severe food insecurity in the population (%),,,,41.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.9,2.6,4.1,,,SRB,Serbia,Prevalence of severe food insecurity in the population (%),,2.3,2,3.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,22.5,24.6,,,,SSA,Sub-Saharan Africa (excluding high income),Prevalence of severe food insecurity in the population (%),19.2,21.7,23,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.4,63,63.2,,,SSD,South Sudan,Prevalence of severe food insecurity in the population (%),,,63.7,62.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,22.5,24.6,,,,SSF,Sub-Saharan Africa,Prevalence of severe food insecurity in the population (%),19.2,21.6,22.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SST,Small states,Prevalence of severe food insecurity in the population (%),,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1,,,STP,Sao Tome and Principe,Prevalence of severe food insecurity in the population (%),,,,14.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,SUR,Suriname,Prevalence of severe food insecurity in the population (%),,,,7.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.9,1.1,1.8,,,SVK,Slovak Republic,Prevalence of severe food insecurity in the population (%),,0.9,0.8,1.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.6,0,0.9,,,SVN,Slovenia,Prevalence of severe food insecurity in the population (%),,0.8,0,0.6
